|points|
|0|88.297|-14.671|-52.896|
|1|-19.435|19.859|33.895|
|2|-14.705|-41.072|-0.441|
|3|55.876|-66.128|-54.181|
|4|54.014|8.893|4.297|
|5|-57.281|-37.954|-1.941|
|6|-32.483|29.043|-32.595|
|7|32.168|28.105|-10.249|
|8|91.147|-47.385|-88.080|
|9|59.318|-66.349|-40.216|
|10|-17.197|5.553|30.443|
|11|-46.736|-2.793|43.946|
|12|-42.364|27.007|-10.759|
|13|-2.600|-2.533|-26.703|
|14|86.335|-64.433|-95.486|
|15|-60.928|31.072|-10.254|
|16|99.808|-33.417|-75.925|
|17|-54.968|0.429|-18.531|
|18|35.248|22.564|13.704|
|19|-8.753|30.438|-47.723|
|20|47.724|-62.304|-38.156|
|21|61.623|-66.098|-46.103|
|22|-13.400|20.933|20.584|
|23|65.773|42.834|-20.057|
|24|57.475|-3.051|-72.755|
|25|-74.236|6.416|-11.188|
|26|23.230|23.415|5.455|
|27|-15.380|6.049|62.563|
|28|-53.140|18.270|-16.887|
|29|-12.733|-37.625|12.700|
|30|78.622|28.183|-23.507|
|31|13.251|-4.165|-6.272|
|32|-65.010|-25.749|-20.049|
|33|48.657|-9.316|14.228|
|34|-8.938|14.847|-47.752|
|35|-73.385|-14.367|18.451|
|36|1.537|-34.512|-14.109|
|37|14.584|35.287|12.369|
|38|-0.432|22.062|-44.228|
|39|65.510|-41.658|-87.695|
|40|-15.831|34.898|-19.917|
|41|38.531|11.822|-17.424|
|42|-22.281|39.282|-7.643|
|43|71.988|25.503|-2.822|
|44|-17.309|10.820|-30.709|
|45|78.960|-55.689|-106.179|
|46|-28.420|-26.807|38.507|
|47|24.431|9.918|-13.427|
|48|-44.719|-35.064|29.128|
|49|71.347|-52.717|-75.388|
|50|-36.071|42.266|-3.803|
|51|76.533|-59.385|-83.297|
|52|-0.002|15.131|16.145|
|53|71.785|-18.676|-74.719|
|54|-41.380|9.587|-13.682|
|55|-52.344|-27.358|-12.463|
|56|-5.232|1.957|20.563|
|57|25.922|-15.040|7.427|
|58|-14.475|-5.304|59.218|
|59|15.218|-41.146|-24.583|
|60|3.228|33.444|5.077|
|61|-14.179|-27.999|27.044|
|62|88.513|-22.552|-81.832|
|63|75.109|-64.225|-98.663|
|64|-28.571|22.163|49.819|
|65|77.659|16.825|-14.811|
|66|-26.666|28.153|40.549|
|67|4.171|-39.506|-23.150|
|68|-51.510|36.892|-5.905|
|69|-57.386|-12.161|33.777|
|70|83.437|2.492|-82.279|
|71|-41.317|-36.728|10.998|
|72|88.194|-6.160|-79.114|
|73|100.518|-25.079|-65.963|
|74|-65.411|-7.808|-21.229|
|75|68.987|-54.331|-96.055|
|76|-16.879|-3.553|-30.608|
|77|-64.525|-23.938|25.227|
|78|-35.968|-0.998|-18.391|
|79|-10.639|-28.956|-21.436|
|80|-3.229|28.644|17.094|
|81|-44.280|43.494|-17.719|
|82|-14.079|-19.651|-24.822|
|83|-56.926|-39.448|23.524|
|84|40.339|0.387|17.784|
|85|48.385|22.909|17.839|
|86|79.136|-10.001|-55.056|
|87|-30.043|6.266|59.991|
|88|-66.114|-34.725|13.220|
|89|62.240|-13.900|-70.030|
|90|-52.086|-42.221|7.286|
|91|-2.870|-4.012|-42.965|
|92|-20.242|15.499|54.374|
|93|64.179|-37.444|-77.827|
|94|64.707|-66.398|-56.171|
|95|-50.527|-25.150|34.183|
|96|-30.683|-37.060|18.043|
|97|64.870|-61.418|-62.026|
|98|67.192|2.053|-81.276|
|99|42.826|-0.541|-5.581|
|100|-32.280|38.691|-20.838|
|101|58.762|1.065|-63.611|
|102|45.339|22.094|-18.096|
|103|100.314|-12.243|-72.003|
|104|-79.290|-11.259|5.263|
|105|-29.546|17.469|-17.946|
|106|-68.884|-3.452|25.375|
|107|-28.712|-38.018|31.937|
|108|47.582|-20.111|8.120|
|109|-13.480|-6.764|43.234|
|110|75.726|11.496|-72.157|
|111|-78.547|4.284|-0.135|
|112|12.589|27.396|-2.842|
|113|-38.575|-16.088|37.480|
|114|-1.019|-32.669|1.320|
|115|85.489|-26.743|-48.919|
|116|-70.667|22.456|-8.716|
|117|73.288|11.086|-88.558|
|118|95.625|-3.213|-62.704|
|119|58.503|15.157|-12.949|
|120|62.466|31.913|2.589|
|121|35.040|-57.884|-35.709|
|122|-68.993|-32.515|-5.433|
|123|-23.521|19.674|-40.915|
|124|-15.336|-39.661|-13.475|
|125|-61.315|4.005|27.661|
|126|40.491|-61.776|-41.804|
