|points|
|127|-19.521|36.468|-43.583|
|128|-73.071|-24.615|4.496|
|129|-36.592|14.232|42.253|
|130|-15.646|-22.157|42.616|
|131|-33.571|-1.821|47.979|
|132|68.639|-0.433|-57.746|
|133|77.909|-42.356|-93.195|
|134|50.472|8.226|20.861|
|135|-77.813|-10.121|-6.170|
|136|-6.927|34.048|-33.085|
|137|87.073|6.421|-62.769|
|138|-24.864|-12.325|-24.315|
|139|97.688|-21.103|-52.763|
|140|-19.021|44.400|-30.094|
|141|-73.298|-19.262|-12.616|
|142|-23.246|-12.501|51.699|
|143|-45.609|11.555|41.678|
|144|-9.544|-11.533|27.763|
|145|82.230|-37.622|-81.241|
|146|74.757|-30.483|-70.412|
|147|36.060|-19.605|3.739|
|148|45.095|31.429|-0.611|
|149|4.809|-17.095|13.377|
|150|-2.412|6.212|-48.677|
|151|-38.716|-16.599|-15.393|
|152|61.544|20.451|11.731|
|153|-66.831|10.445|-19.201|
|154|84.681|-49.288|-99.974|
|155|63.246|66.588|-41.215|
|156|30.248|-49.119|-28.139|
|157|11.713|10.529|6.177|
|158|-53.820|6.709|34.119|
|159|78.369|7.518|-56.135|
|160|-51.611|-14.921|-15.737|
|161|26.878|1.510|4.379|
|162|14.927|-10.022|9.049|
|163|54.356|34.881|-16.822|
|164|89.459|-35.772|-61.169|
|165|8.325|9.411|-13.150|
|166|7.469|-20.383|-6.133|
|167|55.073|-63.094|-34.520|
|168|82.852|9.175|-90.374|
|169|72.156|27.678|-17.861|
|170|95.687|-42.848|-79.247|
|171|-6.691|30.984|-3.276|
|edges|
|0|53|
|0|62|
|0|72|
|0|73|
|0|86|
|0|103|
|0|115|
|0|118|
|0|139|
|0|146|
|0|159|
|0|164|
|1|10|
|1|22|
|1|52|
|1|56|
|1|64|
|1|66|
|1|80|
|1|92|
|1|129|
|2|29|
|2|36|
|2|71|
|2|96|
|2|114|
|2|124|
|3|9|
|3|20|
|3|21|
|3|94|
|3|97|
|3|126|
|4|18|
|4|33|
|4|41|
|4|43|
|4|65|
|4|84|
|4|85|
|4|99|
|4|102|
|4|119|
|4|120|
|4|134|
|4|148|
|4|152|
|4|161|
|5|32|
|5|55|
|5|71|
|5|88|
|5|90|
|5|122|
|5|128|
|6|12|
|6|28|
|6|40|
|6|44|
|6|54|
|6|78|
|6|81|
|6|100|
|6|105|
|6|123|
|6|127|
|6|136|
|6|140|
|7|18|
|7|26|
|7|37|
|7|41|
|7|47|
|7|102|
|7|112|
|7|148|
|7|163|
|8|14|
|8|16|
|8|51|
|8|62|
|8|133|
|8|145|
|8|154|
|8|170|
|9|20|
|9|21|
|9|167|
|10|22|
|10|52|
|10|56|
|10|92|
|10|109|
|10|113|
|10|129|
|10|131|
|10|144|
|11|69|
|11|87|
|11|95|
|11|113|
|11|129|
|11|131|
|11|143|
|11|158|
|12|15|
|12|28|
|12|42|
|12|50|
|12|54|
|12|68|
|12|81|
|12|100|
|12|105|
|13|31|
|13|34|
|13|38|
|13|44|
|13|76|
|13|82|
|13|91|
|13|150|
|13|165|
|13|166|
|14|45|
|14|51|
|14|63|
|14|154|
|15|28|
|15|68|
|15|81|
|15|116|
|15|153|
|16|62|
|16|73|
|16|103|
|16|145|
|16|146|
|16|164|
|16|170|
|17|25|
|17|28|
|17|54|
|17|74|
|17|78|
|17|135|
|17|151|
|17|153|
|17|160|
|18|26|
|18|37|
|18|41|
|18|84|
|18|85|
|18|99|
|18|134|
|18|148|
|18|157|
|18|161|
|19|34|
|19|38|
|19|123|
|19|127|
|19|136|
|20|21|
|20|121|
|20|126|
|20|156|
|20|167|
|21|94|
|21|97|
|21|167|
|22|42|
|22|52|
|22|56|
|22|66|
|22|80|
|22|171|
|23|30|
|23|43|
|23|120|
|23|163|
|23|169|
|24|89|
|24|98|
|24|101|
|24|132|
|25|28|
|25|74|
|25|111|
|25|116|
|25|135|
|25|153|
|26|37|
|26|41|
|26|47|
|26|52|
|26|112|
|26|148|
|26|157|
|26|161|
|27|58|
|27|87|
|27|92|
|27|109|
|27|131|
|28|54|
|28|68|
|28|81|
|28|105|
|28|116|
|28|153|
|29|61|
|29|96|
|29|107|
|29|114|
|29|149|
|30|43|
|30|65|
|30|169|
|31|47|
|31|57|
|31|99|
|31|147|
|31|149|
|31|157|
|31|161|
|31|162|
|31|165|
|31|166|
|32|55|
|32|74|
|32|122|
|32|141|
|32|160|
|33|57|
|33|84|
|33|99|
|33|108|
|33|134|
|33|147|
|34|38|
|34|44|
|34|76|
|34|91|
|34|123|
|34|150|
|35|69|
|35|77|
|35|88|
|35|104|
|35|106|
|35|128|
|36|59|
|36|67|
|36|79|
|36|114|
|36|124|
|36|166|
|37|52|
|37|60|
|37|80|
|37|112|
|37|157|
|38|44|
|38|136|
|38|150|
|38|165|
|39|49|
|39|51|
|39|53|
|39|75|
|39|93|
|39|133|
|39|145|
|40|42|
|40|44|
|40|100|
|40|105|
|40|123|
|40|136|
|40|140|
|40|165|
|40|171|
|41|47|
|41|99|
|41|102|
|41|119|
|41|148|
|42|50|
|42|100|
|42|105|
|42|140|
|42|171|
|43|65|
|43|119|
|43|120|
|43|152|
|43|163|
|43|169|
|44|76|
|44|78|
|44|91|
|44|105|
|44|123|
|44|136|
|44|150|
|44|165|
|44|171|
|45|63|
|45|75|
|45|133|
|45|154|
|46|48|
|46|61|
|46|95|
|46|96|
|46|107|
|46|109|
|46|113|
|46|130|
|46|142|
|46|144|
|47|99|
|47|112|
|47|157|
|47|161|
|47|165|
|48|71|
|48|77|
|48|83|
|48|95|
|48|96|
|48|107|
|48|113|
|49|51|
|49|75|
|49|93|
|49|97|
|49|133|
|49|145|
|49|146|
|49|164|
|49|170|
|50|68|
|50|81|
|50|100|
|51|63|
|51|75|
|51|97|
|51|133|
|51|145|
|51|154|
|51|170|
|52|56|
|52|60|
|52|80|
|52|112|
|52|157|
|52|171|
|53|62|
|53|70|
|53|72|
|53|86|
|53|89|
|53|93|
|53|98|
|53|132|
|53|133|
|53|145|
|53|146|
|54|78|
|54|105|
|54|151|
|54|160|
|55|71|
|55|122|
|55|128|
|55|141|
|55|151|
|55|160|
|56|109|
|56|144|
|56|149|
|56|157|
|56|162|
|57|84|
|57|99|
|57|108|
|57|147|
|57|149|
|57|161|
|57|162|
|57|166|
|58|87|
|58|92|
|58|109|
|58|130|
|58|131|
|58|142|
|59|67|
|59|156|
|60|80|
|60|112|
|60|157|
|60|171|
|61|96|
|61|107|
|61|113|
|61|130|
|61|144|
|61|149|
|62|72|
|62|73|
|62|103|
|62|133|
|62|145|
|62|146|
|62|164|
|62|170|
|63|75|
|63|154|
|64|66|
|64|87|
|64|92|
|64|129|
|64|143|
|65|119|
|65|169|
|66|92|
|66|129|
|67|79|
|67|124|
|68|81|
|69|77|
|69|95|
|69|106|
|69|113|
|69|125|
|69|158|
|70|72|
|70|98|
|70|110|
|70|117|
|70|118|
|70|132|
|70|137|
|70|168|
|71|77|
|71|83|
|71|88|
|71|90|
|71|95|
|71|96|
|71|113|
|71|151|
|72|86|
|72|98|
|72|103|
|72|110|
|72|118|
|72|132|
|72|137|
|72|168|
|73|103|
|73|139|
|73|146|
|73|164|
|74|135|
|74|141|
|74|153|
|74|160|
|75|133|
|75|154|
|76|78|
|76|82|
|76|91|
|76|105|
|76|123|
|76|138|
|76|150|
|77|83|
|77|88|
|77|95|
|77|106|
|77|128|
|78|105|
|78|123|
|78|138|
|78|151|
|78|160|
|79|82|
|79|114|
|79|124|
|79|138|
|79|151|
|79|166|
|80|171|
|81|100|
|82|91|
|82|114|
|82|124|
|82|138|
|82|151|
|82|166|
|83|88|
|83|90|
|83|95|
|84|99|
|84|134|
|84|147|
|84|161|
|84|162|
|85|120|
|85|134|
|85|148|
|85|152|
|86|89|
|86|115|
|86|118|
|86|132|
|86|137|
|86|146|
|86|159|
|87|92|
|87|129|
|87|131|
|87|142|
|87|143|
|88|90|
|88|122|
|88|128|
|89|93|
|89|98|
|89|101|
|89|132|
|89|146|
|91|150|
|92|109|
|92|129|
|92|131|
|93|145|
|93|146|
|94|97|
|95|113|
|96|107|
|96|113|
|98|101|
|98|110|
|98|117|
|98|132|
|98|168|
|99|108|
|99|119|
|99|147|
|99|161|
|100|105|
|100|140|
|101|110|
|101|132|
|101|159|
|102|119|
|102|148|
|102|163|
|103|118|
|103|139|
|104|106|
|104|111|
|104|128|
|104|135|
|104|141|
|105|123|
|106|111|
|106|125|
|107|130|
|108|147|
|109|113|
|109|130|
|109|131|
|109|142|
|109|144|
|110|117|
|110|132|
|110|137|
|110|159|
|110|168|
|111|116|
|111|125|
|111|135|
|112|157|
|112|165|
|112|171|
|113|129|
|113|130|
|113|131|
|113|142|
|113|143|
|113|144|
|113|158|
|114|124|
|114|149|
|114|166|
|115|139|
|115|146|
|115|164|
|116|153|
|117|168|
|118|137|
|118|139|
|118|159|
|119|120|
|119|148|
|119|152|
|119|163|
|119|169|
|120|148|
|120|152|
|120|163|
|120|169|
|121|126|
|121|156|
|122|128|
|122|141|
|123|127|
|123|136|
|124|138|
|124|151|
|125|158|
|127|136|
|127|140|
|128|135|
|128|141|
|128|160|
|129|131|
|129|143|
|129|158|
|130|142|
|130|144|
|131|142|
|131|143|
|132|137|
|132|159|
|133|145|
|133|154|
|134|152|
|135|141|
|135|160|
|136|140|
|136|165|
|136|171|
|137|159|
|138|151|
|139|164|
|141|160|
|143|158|
|144|149|
|145|146|
|145|164|
|145|170|
|146|164|
|147|161|
|147|166|
|148|152|
|148|163|
|149|162|
|149|166|
|151|160|
|157|161|
|157|162|
|157|165|
|157|171|
|161|162|
|162|166|
|163|169|
|164|170|
|165|171|
